Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Days_Since_Release,Stream_Velocity,is_breakout,Release_Month,Virality_Ratio,Breakout_Probability
Do Not Climb,Do Not Climb,Claps,2023-03-16,AUXN22297509,"3,780",22.0,2723.0,11.0,237.0,67.0,250777729.0,"329,563",0.0,0,0.0,,0.0,10.0,,,,0,0,854584.0,0,1036,2.6283783783783785,0,3,0.0,0.0
Mlanine (feat. Were,Mï¿½ï¿½la,Heuss L'enfoir,2024-05-03,FRPZ92417040,"3,786",22.0,14500608.0,1528.0,6768397.0,71.0,7766177.0,"77,814",0.0,0,0.0,,18.0,784.0,16.0,"18,340,167",20.0,0,0,201571.0,1,622,23312.87459807074,0,5,0.0,0.0
Bakkal Amca,Bakkal Amca,Kukuli,2021-05-10,QZHN62167502,"3,775",22.0,5755295.0,850.0,54262.0,36.0,565493630.0,"1,545,650",702.0,43785,1040868.0,,0.0,17.0,,,,0,0,22228.0,0,1711,3363.7025131502046,0,5,0.1808539473903688,0.0
Martes 13,Martes 13 - Single,Luis R Conriquez,2024-05-17,QM6N22452000,"3,768",22.0,12809544.0,967.0,11244203.0,67.0,7124556.0,"79,550",0.0,0,0.0,"125,856,157",7.0,1.0,1.0,"33,919",10.0,"479,105",272,55391.0,1,608,21068.32894736842,0,5,0.0,0.0
Jom ka du me t,Jom ka du me tï¿½ï¿,Dafina Zeqiri,2024-05-31,QZNFJ2402633,"3,791",22.0,1196257.0,208.0,567656.0,57.0,7023287.0,"34,395",0.0,0,0.0,,2.0,1.0,,,,634,0,7750.0,0,594,2013.9006734006728,0,5,0.0,0.0
BellaBella,Bella Bella (feat. Scelo),Vanco,2017-02-23,ZA4MG1700001,"3,783",22.0,3835.0,12.0,142.0,1.0,1438604417.0,"6,279,411",0.0,0,0.0,"274,134,343",0.0,15.0,,,,0,0,854584.0,0,3248,1.1807266009852218,0,2,0.0,0.0
Long Journey,Nostalgia,Rod Wave,2023-09-15,USQX92305193,"3,765",22.0,26215354.0,6248.0,524752.0,67.0,16885737.0,"135,693",0.0,7673272,63529208.0,"10,588,113",2.0,11.0,,,3.0,"6,571,777","5,569",172649.0,1,853,30733.12309495897,0,9,2.423358676622918,0.0
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,2015-01-01,USLXJ1507199,"3,782",22.0,622198235.0,53548.0,22066757.0,66.0,281739663.0,"1,138,264",10615.0,2053389,18928214.0,"349,194,533",56.0,90639.0,13.0,"16,131",33.0,"801,952,029","239,101",2864850.0,0,4032,154315.03844246033,0,1,0.030421516656308874,0.0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,2022-07-22,USRC12202590,"3,766",22.0,142262820.0,53038.0,20272136.0,63.0,35675859.0,"373,352",134014.0,53648356,365465494.0,"323,596",18.0,2393.0,3.0,"25,942",21.0,"23,389,178","10,534",854584.0,1,1273,111753.982717989,0,7,2.5689459229829277,0.02328349673202615
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,2023-08-18,USQX92304263,"3,787",22.0,11614161.0,2375.0,2311705.0,55.0,3113363.0,"29,826",49.0,63079,1218414.0,,3.0,118584.0,,,1.0,"11,488,894","1,262",311403.0,0,881,13182.929625425651,0,8,0.10490761193102008,0.0
S,Sï¿½ï¿½,Anuel AA,2021-11-18,QMDA62184373,"3,771",22.0,200764254.0,45002.0,9737159.0,57.0,217898959.0,"1,101,215",21898.0,1749382,28799405.0,"206,809,601",35.0,2877.0,4.0,"42,446",5.0,"12,777,518","1,196",447896.0,1,1519,132168.6991441738,0,11,0.1434488674291148,0.0
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,2023-08-18,CAW112300246,"3,779",22.0,53303131.0,6899.0,2394704.0,61.0,78846057.0,"671,469",47600.0,1633000,24708801.0,"13,938,421",3.0,7.0,,,1.0,"12,987",0,88579.0,0,881,60502.98637911464,0,8,0.4635525169515367,0.0
Fed Up,ANTI-ICON,Ghostemane,2020-10-21,ZZOPM2003235,"3,785",22.0,219841054.0,71843.0,10101641.0,64.0,128686770.0,"2,638,466",942400.0,98450996,1206875855.0,"19,927,196",3.0,9.0,1.0,"18,907",,"7,734,384","6,674",1998537.0,1,1912,114979.63075313807,1,10,5.489765571767293,0.9934510187583889
Slide,Slide,H.E.R.,2019-09-27,USRC11902505,"3,781",22.0,224529894.0,50674.0,7520303.0,53.0,268061194.0,"2,237,400",37352.0,15530760,112923227.0,"61,743,322",43.0,92023.0,13.0,"19,900",33.0,"132,646,262","52,719",2404340.0,1,2302,97536.87836663771,0,9,0.5029318122649102,0.0
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,2023-06-29,INZ031413259,"3,774",22.0,4527224.0,392.0,329325.0,67.0,179686266.0,"2,633,829",0.0,0,0.0,"87,239,915",4.0,278.0,,,2.0,0,0,24030.0,0,931,4862.754027926961,0,6,0.0,0.0
Be The One,Be The One,Eli Brown,2023-03-31,GBUM72302199,"3,777",22.0,75309953.0,34283.0,39325226.0,67.0,9963983.0,"111,125",4789.0,2241743,22133936.0,"61,165",20.0,3716.0,14.0,"152,042",22.0,"827,038",257,330883.0,0,1021,73760.97257590598,0,3,0.2939045215722745,0.0
